Symbol,Name,LastSale, MarketCap ,ADR TSO,IPOyear,Sector,Industry,Summary Quote
BCOM,B Communications Ltd.,1.6," 59,639,432 ",n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
AMR,"Alta Mesa Resources, Inc.",0.1569," 59,759,926 ",n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr
PNBK,Patriot National Bancorp Inc.,15.32," 60,083,661 ",n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/pnbk
EYEN,"Eyenovia, Inc.",5," 60,095,740 ",n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.65," 60,160,650 ",n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shos
SKIS,"Peak Resorts, Inc.",3.99," 60,511,670 ",n/a,2014,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/skis
BTEC,Principal Healthcare Innovators Index ETF,31.99," 60,781,032 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/btec
TOTA,Tottenham Acquisition I Limited,10.19," 60,783,350 ",n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tota
ORMP,Oramed Pharmaceuticals Inc.,3.5," 60,833,007 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ormp
QTT,Qutoutiao Inc.,4.42," 60,996,000 ",13800000,2018,n/a,n/a,https://www.nasdaq.com/symbol/qtt
KEQU,Kewaunee Scientific Corporation,22.25," 61,111,806 ",n/a,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kequ
TIGR,UP Fintech Holding Limited,4.11," 61,444,500 ",14950000,2019,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tigr
EDUC,Educational Development Corporation,7.5204," 61,485,557 ",n/a,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ
HFBL,"Home Federal Bancorp, Inc. of Louisiana",33.26," 61,530,667 ",n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hfbl
PSCI,Invesco S&P SmallCap Industrials ETF,64.8," 61,560,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psci
HTGM,"HTG Molecular Diagnostics, Inc.",2.15," 61,582,837 ",n/a,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/htgm
PATI,"Patriot Transportation Holding, Inc.",18.41," 61,624,327 ",n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/pati
SALM,"Salem Media Group, Inc.",2.36," 61,799,224 ",n/a,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/salm
TURN,180 Degree Capital Corp.,1.9899," 61,928,796 ",n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/turn
LMRKO,Landmark Infrastructure Partners LP,25.17," 61,994,088 ",n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko
OBAS,Optibase Ltd.,11.9025," 62,086,487 ",n/a,1999,Finance,Real Estate,https://www.nasdaq.com/symbol/obas
SCYX,"SCYNEXIS, Inc.",1.16," 62,235,472 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scyx
CSPI,CSP Inc.,15.07," 62,357,113 ",n/a,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi
SCPH,scPharmaceuticals Inc.,3.36," 62,430,245 ",n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scph
EVGBC,Eaton Vance NextShares Trust,99.99," 62,493,750 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc
KFFB,Kentucky First Federal Bancorp,7.4632," 62,499,188 ",n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb
HOTH,"Hoth Therapeutics, Inc.",6.55," 62,903,737 ",n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hoth
AREC,American Resources Corporation,2.7," 62,953,732 ",n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arec
SORL,"SORL Auto Parts, Inc.",3.28," 63,320,141 ",n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sorl
ONVO,"Organovo Holdings, Inc.",0.4891," 63,694,052 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/onvo
KRMA,Global X Conscious Companies ETF,21.595," 63,706,481 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/krma
VCNX,"Vaccinex, Inc.",5.56," 63,822,367 ",n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vcnx
NH,"NantHealth, Inc.",0.5816," 63,936,100 ",n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/nh
SYNC,"Synacor, Inc.",1.64," 64,046,398 ",n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync
ENT,Global Eagle Entertainment Inc.,0.6941," 64,112,346 ",n/a,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ent
CZFC,Citizens First Corporation,25.25," 64,312,811 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/czfc
HCAP,Harvest Capital Credit Corporation,10.4827," 64,702,977 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hcap
GRNQ,Greenpro Capital Corp.,1.1827," 64,721,944 ",n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/grnq
INAP,Internap Corporation,2.44," 65,229,230 ",n/a,1999,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap
SNSS,"Sunesis Pharmaceuticals, Inc.",0.9," 65,275,200 ",n/a,2005,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snss
PFIE,"Profire Energy, Inc.",1.38," 65,310,948 ",n/a,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/pfie
NMCI,Navios Maritime Containers L.P.,1.89," 65,399,859 ",n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nmci
ALIM,"Alimera Sciences, Inc.",0.9246," 65,647,058 ",n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim
LMB,"Limbach Holdings, Inc.",8.6," 65,730,944 ",n/a,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb
ZEAL,Zealand Pharma A/S,21.2371," 65,824,583 ",3099509,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zeal
ADMP,Adamis Pharmaceuticals Corporation,1.39," 65,944,955 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp
NVTR,Nuvectra Corporation,3.71," 66,038,872 ",n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvtr
VIRC,Virco Manufacturing Corporation,4.25," 66,053,313 ",n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/virc
UBCP,"United Bancorp, Inc.",11.525," 66,121,449 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubcp
DWTR,Invesco DWA Tactical Sector Rotation ETF,30.8342," 66,293,561 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwtr
LINC,Lincoln Educational Services Corporation,2.64," 66,621,078 ",n/a,2005,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc
CWBR,"CohBar, Inc.",1.67," 66,726,765 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr
IEA,"Infrastructure and Energy Alternatives, Inc.",3.01," 66,979,992 ",n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/iea
UPL,Ultra Petroleum Corp.,0.3398," 67,070,844 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/upl
ISHG,iShares 1-3 Year International Treasury Bond ETF,78.9267," 67,087,695 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ishg
ARAV,"Aravive, Inc.",5.95," 67,095,175 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav
TMDI,Titan Medical Inc.,2.16," 67,284,512 ",n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tmdi
SSKN,"Strata Skin Sciences, Inc.",2.17," 67,531,719 ",n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sskn
FFBW,"FFBW, Inc.",10.17," 67,581,806 ",n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw
NEOS,"Neos Therapeutics, Inc.",1.36," 67,622,622 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/neos
CATB,"Catabasis Pharmaceuticals, Inc.",5.89," 67,727,590 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/catb
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,37.79," 68,022,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dxjs
SLGG,"Super League Gaming, Inc.",8.15," 68,205,989 ",n/a,2019,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/slgg
HSDT,"Helius Medical Technologies, Inc.",2.92," 68,262,274 ",n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/hsdt
ARCT,Arcturus Therapeutics Holdings Inc.,6.35," 68,335,671 ",n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arct
RELL,"Richardson Electronics, Ltd.",5.24," 68,401,760 ",n/a,1983,Technology,Electronic Components,https://www.nasdaq.com/symbol/rell
FTHI,First Trust BuyWrite Income ETF,22.265," 68,447,085 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fthi
DALI,First Trust DorseyWright DALI 1 ETF,19.85," 68,482,540 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dali
OVID,Ovid Therapeutics Inc.,1.77," 68,486,642 ",n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ovid
SSBI,Summit State Bank,11.3," 68,551,168 ",n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/ssbi
RNWK,"RealNetworks, Inc.",1.8155," 68,887,098 ",n/a,1997,Technology,EDP Services,https://www.nasdaq.com/symbol/rnwk
MHLD,"Maiden Holdings, Ltd.",0.83," 68,924,142 ",n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld
HBP,"Huttig Building Products, Inc.",2.6," 69,027,104 ",n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hbp
ORGS,Orgenesis Inc.,4.29," 69,134,779 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orgs
CAAS,"China Automotive Systems, Inc.",2.14," 69,203,966 ",n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/caas
BLNK,Blink Charging Co.,2.64," 69,265,163 ",n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnk
OXLCM,Oxford Lane Capital Corp.,25.43," 69,409,023 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxlcm
AVNW,"Aviat Networks, Inc.",12.92," 69,478,980 ",n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
HCCH,HL Acquisitions Corp.,10," 69,632,350 ",n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/hcch
IRIX,IRIDEX Corporation,5.12," 69,807,677 ",n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/irix
BLCN,Reality Shares Nasdaq NextGen Economy ETF,22.54," 69,874,023 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/blcn
RESN,Resonant Inc.,2.49," 69,942,417 ",n/a,2014,Technology,Semiconductors,https://www.nasdaq.com/symbol/resn
DOGZ,Dogness (International) Corporation,2.7," 69,966,804 ",n/a,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz
NTWK,NetSol Technologies Inc.,6.01," 70,155,950 ",n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk
ISSC,"Innovative Solutions and Support, Inc.",4.15," 70,172,499 ",n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc
AQMS,"Aqua Metals, Inc.",1.57," 70,284,006 ",n/a,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
ACST,"Acasti Pharma, Inc.",0.8998," 70,303,834 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst
SVVC,"Firsthand Technology Value Fund, Inc.",9.67," 70,359,268 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/svvc
NOVN,"Novan, Inc.",2.7," 70,388,282 ",n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/novn
MGYR,"Magyar Bancorp, Inc.",12.1," 70,431,027 ",n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr
AGTC,Applied Genetic Technologies Corporation,3.88," 70,504,683 ",n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc
MAYS,"J. W. Mays, Inc.",35," 70,552,300 ",n/a,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays
YRIV,Yangtze River Port and Logistics Limited ,0.398," 70,660,991 ",n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/yriv
AWRE,"Aware, Inc.",3.28," 70,688,740 ",n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
HNNA,"Hennessy Advisors, Inc.",9.45," 70,848,143 ",n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/hnna
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,23.66," 70,980,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgre
TUES,Tuesday Morning Corp.,1.52," 70,999,623 ",n/a,1999,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tues
MOTS,"Motus GI Holdings, Inc.",3.31," 71,002,403 ",n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mots
YIN,Yintech Investment Holdings Limited,4.42," 71,027,080 ",16069475,2016,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/yin
CART,"Carolina Trust BancShares, Inc.",7.65," 71,121,874 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cart
MGEN,"Miragen Therapeutics, Inc.",2.32," 71,760,428 ",n/a,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
VTVT,vTv Therapeutics Inc.,1.39," 71,875,346 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtvt
RFIL,"RF Industries, Ltd.",7.73," 71,889,000 ",n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/rfil
TSCBP,"TriState Capital Holdings, Inc.",25.765," 72,142,000 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tscbp
DDMX,DD3 Acquisition Corp.,10," 72,232,000 ",n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmx
ARKR,Ark Restaurants Corp.,20.67," 72,321,105 ",n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
PPIH,"Perma-Pipe International Holdings, Inc.",9.18," 72,642,460 ",n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/ppih
NICK,"Nicholas Financial, Inc.",9.2," 72,770,602 ",n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick
LTRX,"Lantronix, Inc.",3.24," 72,774,674 ",n/a,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx
ASRV,AmeriServ Financial Inc.,4.15," 72,802,105 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv
AMRB,American River Bankshares,12.37," 72,830,280 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb
INTG,The Intergroup Corporation,31.4193," 73,124,085 ",n/a,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/intg
UMRX,Unum Therapeutics Inc.,2.43," 73,188,737 ",n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/umrx
PFSW,"PFSweb, Inc.",3.77," 73,190,731 ",n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pfsw
NYMTP,"New York Mortgage Trust, Inc.",24.43," 73,290,000 ",n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nymtp
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,43.24," 73,512,713 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csb
PBHC,"Pathfinder Bancorp, Inc.",15.7," 73,699,270 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pbhc
DDMXU,DD3 Acquisition Corp.,10.22," 73,821,104 ",n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxu
CLUB,"Town Sports International Holdings, Inc.",2.64," 73,838,353 ",n/a,2006,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club
GNCA,"Genocea Biosciences, Inc.",5.27," 74,043,985 ",n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnca
CFBI,"Community First Bancshares, Inc.",10.035," 74,508,611 ",n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi
UBOH,"United Bancshares, Inc.",22.81," 74,603,184 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uboh
IMOS,ChipMOS TECHNOLOGIES INC.,14.94," 74,630,917 ",4995376,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos
JCTCF,Jewett-Cameron Trading Company,8.38," 74,900,239 ",n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/jctcf
IROQ,"IF Bancorp, Inc.",20.95," 75,023,039 ",n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/iroq
AIRR,First Trust RBA American Industrial Renaissance ETF,25.04," 75,120,050 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/airr
COCP,"Cocrystal Pharma, Inc.",2.38," 75,257,137 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp
SBPH,"Spring Bank Pharmaceuticals, Inc.",4.59," 75,473,976 ",n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbph
HHHH,Wealthbridge Acquisition Limited,10.14," 75,619,050 ",n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/hhhh
PERI,Perion Network Ltd,2.91," 75,689,016 ",n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/peri
ASPU,Aspen Group Inc.,4.06," 75,712,776 ",n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
TRCH,"Torchlight Energy Resources, Inc.",1.06," 75,719,896 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch
QUIK,QuickLogic Corporation,0.7793," 75,762,785 ",n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/quik
EDAP,EDAP TMS S.A.,2.6," 76,289,964 ",29342294,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap
RAIL,"Freightcar America, Inc.",6.06," 76,332,621 ",n/a,2005,Capital Goods,Railroads,https://www.nasdaq.com/symbol/rail
ATOM,Atomera Incorporated,4.98," 76,350,885 ",n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
MACK,"Merrimack Pharmaceuticals, Inc.",5.74," 76,588,298 ",n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
IRCP,IRSA Propiedades Comerciales S.A.,20.0799," 76,672,387 ",3818365,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/ircp
FBSS,"Fauquier Bankshares, Inc.",20.29," 76,796,311 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
VRML,"Vermillion, Inc.",1.02," 77,092,083 ",n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vrml
CLPS,CLPS Incorporation,5.57," 77,496,530 ",n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps
SMTX,SMTC Corporation,3.32," 77,533,813 ",n/a,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx
OTIC,"Otonomy, Inc.",2.54," 77,940,946 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/otic
ESGG,FlexShares STOXX Global ESG Impact Index Fund,97.47," 77,976,097 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgg
MTEC,MTech Acquisition Corp.,10.5," 78,028,125 ",n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/mtec
TTOO,"T2 Biosystems, Inc.",1.76," 78,037,068 ",n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ttoo
HBIO,"Harvard Bioscience, Inc.",2.08," 78,390,225 ",n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/hbio
JRSH,"Jerash Holdings (US), Inc.",6.96," 78,822,000 ",n/a,2018,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jrsh
KBWR,Invesco KBW Regional Banking ETF,49.32," 78,912,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwr
CPSS,"Consumer Portfolio Services, Inc.",3.58," 79,293,928 ",n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss
EDTX,EdtechX Holdings Acquisition Corp.,10.03," 79,299,688 ",n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx
MOGO,Mogo Finance Technology Inc.,3.35," 79,299,984 ",n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mogo
TACT,TransAct Technologies Incorporated,10.66," 79,493,326 ",n/a,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact
IDRA,"Idera Pharmaceuticals, Inc.",2.84," 79,581,787 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/idra
FENC,Fennec Pharmaceuticals Inc.,4," 79,583,320 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
NTRP,"Neurotrope, Inc.",6.15," 79,626,326 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntrp
ALPN,"Alpine Immune Sciences, Inc.",4.3," 79,855,958 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
INVE,"Identiv, Inc.",4.84," 79,932,523 ",n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/inve
MSBF,MSB Financial Corp.,14.9," 79,966,125 ",n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf
FDIV,First Trust Strategic Income ETF,50.01," 80,016,100 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdiv
SRTS,"Sensus Healthcare, Inc.",4.85," 80,113,474 ",n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts
