Symbol,Name,LastSale, MarketCap ,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CIL,VictoryShares International Volatility Wtd ETF,37.203," 39,061,253 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cil
CLSD,"Clearside Biomedical, Inc.",1.04," 39,099,373 ",n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,25.3," 39,215,025 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwin
KGJI,Kingold Jewelry Inc.,0.5947," 39,317,700 ",n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/kgji
ARPO,"Aerpio Pharmaceuticals, Inc.",0.97," 39,370,364 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo
IMAC,"IMAC Holdings, Inc.",4.75," 39,504,786 ",n/a,2019,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/imac
RCMT,"RCM Technologies, Inc.",3.1," 39,541,036 ",n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/rcmt
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.4475," 39,546,766 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cuba
POLA,"Polar Power, Inc.",3.9," 39,558,316 ",n/a,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pola
APVO,Aptevo Therapeutics Inc.,0.8795," 39,656,848 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
BPTH,"Bio-Path Holdings, Inc.",14.02," 39,695,611 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpth
CID,VictoryShares International High Div Volatility Wtd ETF,31.9016," 39,873,587 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cid
MTEX,"Mannatech, Incorporated",16.683," 39,959,439 ",n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex
LWAY,"Lifeway Foods, Inc.",2.53," 39,961,436 ",n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway
MESO,Mesoblast Limited,5.07," 40,514,507 ",7991027,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
LMRKP,Landmark Infrastructure Partners LP,25.5177," 40,653,498 ",n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp
LEGR,First Trust Indxx Innovative Transaction & Process ETF,29.09," 40,726,058 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/legr
QRHC,Quest Resource Holding Corporation,2.66," 40,831,407 ",n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/qrhc
EAST,"Eastside Distilling, Inc.",4.48," 40,928,442 ",n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east
NIU,Niu Technologies,5.86," 41,020,000 ",7000000,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/niu
CDTX,"Cidara Therapeutics, Inc.",1.54," 41,028,451 ",n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cdtx
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.5697," 41,183,088 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faar
GFNCP,General Finance Corporation,103.0542," 41,231,985 ",n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfncp
OMEX,"Odyssey Marine Exploration, Inc.",4.48," 41,315,452 ",n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/omex
PXI,Invesco DWA Energy Momentum ETF,27.74," 41,610,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pxi
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,30.859," 41,655,793 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vsmv
AIQ,Global X Future Analytics Tech ETF,15.7514," 41,733,366 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aiq
SOHOB,Sotherly Hotels Inc.,25.922," 41,734,420 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohob
INNT,"Innovate Biopharmaceuticals, Inc.",1.18," 41,752,971 ",n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/innt
HGSH,"China HGS Real Estate, Inc.",0.93," 41,896,500 ",n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/hgsh
PEIX,"Pacific Ethanol, Inc.",0.8414," 41,959,300 ",n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/peix
PPSI,"Pioneer Power Solutions, Inc.",4.83," 42,146,797 ",n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/ppsi
AGBAU,AGBA Acquisition Limited,10.05," 42,310,500 ",n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/agbau
CHNR,"China Natural Resources, Inc.",1.6999," 42,346,066 ",n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/chnr
IPIC,iPic Entertainment Inc.,3.7," 42,431,186 ",n/a,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ipic
RVEN,"Reven Housing REIT, Inc.",3.85," 42,499,137 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rven
BLPH,"Bellerophon Therapeutics, Inc.",0.6201," 42,729,085 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blph
TANH,Tantech Holdings Ltd.,1.49," 42,991,331 ",n/a,2015,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tanh
MNDO,MIND C.T.I. Ltd.,2.17," 42,996,653 ",n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
MARK,"Remark Holdings, Inc.",1," 43,005,159 ",n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/mark
IVFGC,Ivy NextShares,100.02," 43,012,801 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfgc
PRCP,"Perceptron, Inc.",4.46," 43,014,332 ",n/a,1992,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/prcp
VBLT,Vascular Biogenics Ltd.,1.2," 43,057,354 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vblt
CTHR,Charles & Colvard Ltd.,1.54," 43,162,456 ",n/a,1997,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cthr
VIIX,Credit Suisse AG,11.55," 43,303,006 ",n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix
PLXP,PLx Pharma Inc.,4.95," 43,330,157 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/plxp
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,21.71," 43,420,043 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvol
OTTW,"Ottawa Bancorp, Inc.",13.06," 43,444,795 ",n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ottw
RIOT,"Riot Blockchain, Inc",2.73," 43,562,771 ",n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/riot
EEI,"Ecology and Environment, Inc.",10.11," 43,626,015 ",n/a,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei
WTER,The Alkaline Water Company Inc.,1.69," 43,700,125 ",n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/wter
RAVE,"Rave Restaurant Group, Inc.",2.9," 43,706,802 ",n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/rave
TRIB,Trinity Biotech plc,1.825," 43,789,643 ",23994325,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/trib
BKEP,"Blueknight Energy Partners L.P., L.L.C.",1.08," 43,972,046 ",n/a,2011,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bkep
ENTX,Entera Bio Ltd.,3.87," 44,349,349 ",n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx
LAZY,"Lazydays Holdings, Inc.",5.25," 44,475,942 ",n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy
QFIN,"360 Finance, Inc.",14.35," 44,485,000 ",3100000,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/qfin
PRTS,"U.S. Auto Parts Network, Inc.",1.26," 44,756,297 ",n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/prts
AAME,Atlantic American Corporation,2.2311," 44,940,253 ",n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
FUV,"Arcimoto, Inc.",2.75," 44,954,225 ",n/a,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
IVENC,Ivy NextShares,100.02," 44,996,097 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivenc
EVSTC,Eaton Vance NextShares Trust,100.02," 45,009,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc
IVFVC,Ivy NextShares,100.02," 45,012,501 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfvc
CETX,Cemtrex Inc.,2.69," 45,022,554 ",n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetx
AQB,"AquaBounty Technologies, Inc.",2.09," 45,140,980 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
CRWS,"Crown Crafts, Inc.",4.46," 45,146,609 ",n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws
KMPH,"KemPharm, Inc.",1.59," 45,345,622 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmph
MSVB,"Mid-Southern Bancorp, Inc.",12.7231," 45,360,345 ",n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msvb
OIIM,O2Micro International Limited,1.36," 45,387,949 ",33373492,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/oiim
JFIN,Jiayin Group Inc.,13," 45,500,000 ",3500000,2019,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jfin
OCCI,"OFS Credit Company, Inc.",18.2193," 45,640,148 ",n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/occi
DXGE,WisdomTree Germany Hedged Equity Fund,29.4622," 45,666,410 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dxge
PDEX,"Pro-Dex, Inc.",11.13," 45,773,939 ",n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pdex
BCOW,"1895 Bancorp of Wisconsin, Inc.",9.4," 45,840,764 ",n/a,2019,Finance,Banks,https://www.nasdaq.com/symbol/bcow
DWAQ,Invesco DWA NASDAQ Momentum ETF,115," 46,000,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwaq
MELR,"Melrose Bancorp, Inc.",18.99," 46,338,126 ",n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/melr
ICCH,"ICC Holdings, Inc.",14.0701," 46,477,466 ",n/a,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/icch
ASFI,"Asta Funding, Inc.",7," 46,797,905 ",n/a,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
UAE,iShares MSCI UAE ETF,13.57," 46,816,500 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uae
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,30.32," 46,996,061 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwpp
PESI,"Perma-Fix Environmental Services, Inc.",3.9," 47,012,312 ",n/a,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/pesi
BGFV,Big 5 Sporting Goods Corporation,2.18," 47,141,349 ",n/a,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bgfv
DSWL,"Deswell Industries, Inc.",2.97," 47,179,160 ",n/a,1995,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/dswl
SEEL,"Seelos Therapeutics, Inc.",2.22," 47,235,448 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/seel
AUTO,"AutoWeb, Inc.",3.6," 47,323,192 ",n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
ICCC,ImmuCell Corporation,6.575," 47,403,087 ",n/a,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/iccc
HPJ,Highpower International Inc,3.05," 47,482,257 ",n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hpj
VBFC,Village Bank and Trust Financial Corp.,33.05," 47,540,112 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vbfc
HDSN,"Hudson Technologies, Inc.",1.12," 47,714,723 ",n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/hdsn
DWSN,Dawson Geophysical Company,2.06," 47,732,340 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn
GURE,"Gulf Resources, Inc.",1.02," 47,859,175 ",n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gure
MIND,"Mitcham Industries, Inc.",3.95," 47,907,176 ",n/a,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind
BMLP,Bank Of Montreal,48.16," 48,160,000 ",n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
GVP,"GSE Systems, Inc.",2.41," 48,191,093 ",n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gvp
CRIS,"Curis, Inc.",1.46," 48,400,139 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris
ESTR,"Estre Ambiental, Inc.",0.9517," 48,714,413 ",n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr
AEZS,AEterna Zentaris Inc.,3.02," 48,955,006 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs
SDG,iShares MSCI Global Impact ETF,57.6001," 48,960,085 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sdg
FAT,FAT Brands Inc.,4.15," 49,000,498 ",n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat
ZSAN,Zosano Pharma Corporation,2.77," 49,092,818 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zsan
EVK,"Ever-Glory International Group, Inc.",3.33," 49,284,466 ",n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk
SRRA,"Sierra Oncology, Inc.",0.66," 49,294,267 ",n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srra
QLC,FlexShares US Quality Large Cap Index Fund,33.22," 49,830,033 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qlc
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,32.164," 49,854,264 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robt
CIDM,Cinedigm Corp,1.4," 49,949,547 ",n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/cidm
BVNSC,Brandes Investment Trust,99.99," 49,994,700 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bvnsc
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,55.99," 50,391,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pez
MILN,Global X Millennials Thematic ETF,24.63," 50,484,554 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/miln
LMRKN,Landmark Infrastructure Partners LP,25.4," 50,800,000 ",n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkn
PTI,"Proteostasis Therapeutics, Inc.",1," 51,099,307 ",n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pti
ZFGN,"Zafgen, Inc.",1.37," 51,137,846 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zfgn
OTLK,"Outlook Therapeutics, Inc.",2.32," 51,271,142 ",n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/otlk
AIRT,"Air T, Inc.",16.93," 51,407,877 ",n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt
JFKKU,8i Enterprises Acquisition Corp,10.3," 51,500,000 ",n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfkku
BCTF,"Bancorp 34, Inc.",15.4," 51,684,787 ",n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
FEUZ,First Trust Eurozone AlphaDEX ETF,36.9601," 51,744,214 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/feuz
TLF,"Tandy Leather Factory, Inc.",5.8027," 51,841,461 ",n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tlf
WSTG,"Wayside Technology Group, Inc.",11.51," 51,927,158 ",n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/wstg
MBRX,"Moleculin Biotech, Inc.",1.15," 51,970,855 ",n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx
ALJJ,"ALJ Regional Holdings, Inc.",1.37," 52,096,216 ",n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj
VRNA,Verona Pharma plc,5.65," 52,122,538 ",9225228,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrna
FNK,First Trust Mid Cap Value AlphaDEX Fund,33.6424," 52,145,787 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnk
SRAX,"Social Reality, Inc.",4.23," 52,223,673 ",n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/srax
SEAC,"SeaChange International, Inc.",1.43," 52,348,669 ",n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/seac
LONE,Lonestar Resources US Inc.,2.1," 52,356,660 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
GSUM,Gridsum Holding Inc.,2.8," 52,494,562 ",18748058,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsum
EVFTC,Eaton Vance NextShares Trust II,100.03," 52,515,750 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evftc
GLADN,Gladstone Capital Corporation,25.43," 52,640,100 ",n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/gladn
OPNT,"Opiant Pharmaceuticals, Inc.",13.2," 52,738,765 ",n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/opnt
RMCF,"Rocky Mountain Chocolate Factory, Inc.",8.85," 52,766,594 ",n/a,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/rmcf
AITB,"AIT Therapeutics, Inc.",5.2," 52,992,077 ",n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aitb
OTEL,Otelco Inc.,15.57," 53,108,274 ",n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/otel
CTIC,CTI BioPharma Corp.,0.9173," 53,184,435 ",n/a,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic
SMED,Sharps Compliance Corp.,3.3," 53,270,293 ",n/a,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed
LOAC,Longevity Acquisition Corporation,10.13," 53,385,100 ",n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loac
ISEE,"IVERIC bio, Inc.",1.29," 53,505,872 ",n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/isee
PFI,Invesco DWA Financial Momentum ETF,37.03," 53,693,500 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfi
PYDS,"Payment Data Systems, Inc.",3.1936," 53,812,160 ",n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/pyds
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",14.97," 53,901,521 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrd
NGHCP,National General Holdings Corp,24.59," 54,098,000 ",n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcp
AQXP,"Aquinox Pharmaceuticals, Inc.",2.3," 54,135,946 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp
TATT,TAT Technologies Ltd.,5.92," 54,163,080 ",n/a,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tatt
FLL,"Full House Resorts, Inc.",2.02," 54,456,849 ",n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/fll
MBINP,Merchants Bancorp,27.2499," 54,499,800 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbinp
KTCC,Key Tronic Corporation,5.08," 54,659,174 ",n/a,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,52.14," 54,747,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscu
EMMS,Emmis Communications Corporation,4.18," 54,752,006 ",n/a,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms
CFBK,Central Federal Corporation,12.43," 54,865,162 ",n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbk
PMD,Psychemedics Corporation,9.98," 54,962,475 ",n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/pmd
HYRE,HyreCar Inc.,4.52," 55,614,740 ",n/a,2018,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/hyre
QAT,iShares MSCI Qatar ETF,18.89," 55,725,500 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qat
AEYE,"AudioEye, Inc.",7.35," 56,171,177 ",n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye
PPHI,"Positive Physicians Holdings, Inc.",11.7," 56,511,000 ",n/a,2019,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pphi
DLHC,DLH Holdings Corp.,4.71," 56,690,318 ",n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/dlhc
BCYC,Bicycle Therapeutics plc,13.1," 56,766,662 ",4333333,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bcyc
VTNR,"Vertex Energy, Inc",1.41," 56,782,083 ",n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/vtnr
JFK,8i Enterprises Acquisition Corp,9.91," 56,982,500 ",n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/jfk
NEWA,"Newater Technology, Inc.",5.28," 57,071,520 ",n/a,2017,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/newa
RFEU,First Trust RiverFront Dynamic Europe ETF,57.31," 57,310,115 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfeu
ARTX,Arotech Corporation,2.15," 57,330,266 ",n/a,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
FMHI,First Trust Municipal High Income ETF,52.1677," 57,384,574 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmhi
ESBK,Elmira Savings Bank NY (The),16.5," 57,462,488 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk
MTBC,"MTBC, Inc.",4.79," 57,615,279 ",n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc
DNJR,GOLDEN BULL LIMITED,3.89," 57,957,830 ",n/a,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dnjr
ARDS,Aridis Pharmaceuticals Inc.,7.155," 58,007,660 ",n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
ECOR,"electroCore, Inc.",1.96," 58,072,434 ",n/a,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor
NLNK,NewLink Genetics Corporation,1.56," 58,150,719 ",n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nlnk
PYZ,Invesco DWA Basic Materials Momentum ETF,58.1754," 58,175,400 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pyz
AGRX,"Agile Therapeutics, Inc.",1.33," 58,178,417 ",n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx
IMI,"Intermolecular, Inc.",1.17," 58,217,122 ",n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/imi
FUSB,"First US Bancshares, Inc.",9.25," 58,308,134 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fusb
FYT,First Trust Small Cap Value AlphaDEX Fund,33.37," 58,397,567 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyt
CTG,"Computer Task Group, Incorporated",4.1," 58,535,921 ",n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg
CBMB,"CBM Bancorp, Inc.",13.91," 58,867,120 ",n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cbmb
GLAC,Greenland Acquisition Corporation,10.2," 58,976,400 ",n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/glac
PFMT,Performant Financial Corporation,1.11," 58,994,908 ",n/a,2012,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/pfmt
LOAN,"Manhattan Bridge Capital, Inc",6.13," 59,215,659 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan
PSCC,Invesco S&P SmallCap Consumer Staples ETF,74.02," 59,216,000 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscc
CPST,Capstone Turbine Corporation,0.8164," 59,320,525 ",n/a,2000,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cpst
CPHC,Canterbury Park Holding Corporation,12.9379," 59,351,348 ",n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/cphc
BOTJ,"Bank of the James Financial Group, Inc.",13.5601," 59,372,030 ",n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
ATLC,Atlanticus Holdings Corporation,3.73," 59,582,162 ",n/a,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
LLEX,"Lilis Energy, Inc.",0.6502," 59,623,285 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex
FNJN,"Finjan Holdings, Inc.",2.16," 59,638,732 ",n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn
